AFP_ENG_20090531.0001	0	58	Chile swine flu cases jump to 276	NNP VBP NN NNS VBP TO CD	B-NP B-VP B-NP I-NP B-VP B-PP O	0 6 12 16 22 27 30	amod(flu_NN_2_12, swine_JJ_1_6); nn(cases_NNS_3_16, Chile_NNP_0_0); nn(cases_NNS_3_16, flu_NN_2_12); nsubj(jump_VBP_4_22, cases_NNS_3_16); prep(jump_VBP_4_22, to_IN_5_27); pobj(to_IN_5_27, 276_CD_6_30)
AFP_ENG_20090531.0013	7	1330	" We will build a spectacular team with top notch players .	`` PRP MD VB DT JJ NN IN JJ NN NNS .	O B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	0 1 4 9 15 17 29 34 39 43 49 56	punct(build_VB_3_9, "_``_0_0); nsubj(build_VB_3_9, We_PRP_1_1); aux(build_VB_3_9, will_MD_2_4); dobj(build_VB_3_9, team_NN_6_29); prep(build_VB_3_9, with_IN_7_34); punct(build_VB_3_9, ._._11_56); det(team_NN_6_29, a_DT_4_15); amod(team_NN_6_29, spectacular_JJ_5_17); pobj(with_IN_7_34, players_NNS_10_49); amod(players_NNS_10_49, top_JJ_8_39); nn(players_NNS_10_49, notch_NN_9_43)
AFP_ENG_20090531.0013	8	1388	We have set up a strong and stable sporting project which will be able to call upon footballers who will turn each Real Madrid match into a fascinating rendez-vous , " he said .	PRP VBP VBN RP DT JJ CC JJ NN NN WDT MD VB JJ TO VB IN NNS WP MD VB DT JJ NNP NN IN DT JJ JJ , '' PRP VBD .	B-NP B-VP I-VP B-PRT B-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP I-VP B-ADJP B-VP I-VP B-PP B-NP B-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O O B-NP B-VP O	0 3 8 12 15 17 24 28 35 44 52 58 63 66 71 74 79 84 96 100 105 110 115 120 127 133 138 140 152 163 164 166 169 173	nsubj(set_VBN_2_8, We_PRP_0_0); aux(set_VBN_2_8, have_VBP_1_3); prt(set_VBN_2_8, up_RP_3_12); dobj(set_VBN_2_8, project_NN_9_44); cc(strong_JJ_5_17, and_CC_6_24); conj(strong_JJ_5_17, stable_JJ_7_28); det(project_NN_9_44, a_DT_4_15); amod(project_NN_9_44, strong_JJ_5_17); nn(project_NN_9_44, sporting_NN_8_35); rcmod(project_NN_9_44, be_VB_12_63); nsubj(be_VB_12_63, which_WDT_10_52); aux(be_VB_12_63, will_MD_11_58); acomp(be_VB_12_63, able_JJ_13_66); xcomp(able_JJ_13_66, call_VB_15_74); aux(call_VB_15_74, to_TO_14_71); prep(call_VB_15_74, upon_IN_16_79); pobj(upon_IN_16_79, footballers_NNS_17_84); rcmod(footballers_NNS_17_84, turn_VB_20_105); nsubj(turn_VB_20_105, who_WP_18_96); aux(turn_VB_20_105, will_MD_19_100); dobj(turn_VB_20_105, match_NN_24_127); prep(turn_VB_20_105, into_IN_25_133); nn(Madrid_NNP_23_120, Real_NNP_22_115); det(match_NN_24_127, each_DT_21_110); nn(match_NN_24_127, Madrid_NNP_23_120); pobj(into_IN_25_133, vous_NN_30_159); det(vous_NN_30_159, a_DT_26_138); amod(vous_NN_30_159, fascinating_JJ_27_140); hmod(vous_NN_30_159, rendez_NN_28_152); hyph(vous_NN_30_159, -_HYPH_29_158); ccomp(said_VBD_34_169, set_VBN_2_8); punct(said_VBD_34_169, ,_,_31_163); punct(said_VBD_34_169, "_''_32_164); nsubj(said_VBD_34_169, he_PRP_33_166); punct(said_VBD_34_169, ._._35_173)
AFP_ENG_20090531.0013	9	1572	Perez has not mentioned any names regarding top signings but Spanish media has reported that Chilean Manuel Pellegrini , currently at Villarreal , would become coach in place of Juande Ramos and the club would also land AC Milan 's Brazilian playmaker Kaka .	NNP VBZ RB VBN DT NNS VBG NN NNS CC JJ NNS VBZ VBN IN NNP NNP NNP , RB IN NNP , MD VB NN IN NN IN NNP NNP CC DT NN MD RB VB NNP NNP POS JJ NN NNP .	B-NP B-VP I-VP I-VP B-NP I-NP B-VP B-NP I-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-ADVP B-PP B-NP O B-VP I-VP B-NP B-PP B-NP B-PP B-NP I-NP O B-NP I-NP B-VP I-VP I-VP B-NP I-NP B-NP I-NP I-NP I-NP O	0 6 10 14 24 28 34 44 48 57 61 69 75 79 88 93 101 108 118 120 130 133 143 145 151 158 164 167 173 176 183 189 193 197 202 208 213 218 221 226 229 239 249 253	nsubj(mentioned_VBN_3_14, Perez_NNP_0_0); aux(mentioned_VBN_3_14, has_VBZ_1_6); neg(mentioned_VBN_3_14, not_RB_2_10); dobj(mentioned_VBN_3_14, names_NNS_5_28); det(names_NNS_5_28, any_DT_4_24); partmod(names_NNS_5_28, regarding_VBG_6_34); dobj(regarding_VBG_6_34, signings_NNS_8_48); amod(signings_NNS_8_48, top_JJ_7_44); cc(signings_NNS_8_48, but_CC_9_57); conj(signings_NNS_8_48, media_NNS_11_69); amod(media_NNS_11_69, Spanish_JJ_10_61); aux(reported_VBN_13_79, has_VBZ_12_75); ccomp(reported_VBN_13_79, become_VB_24_151); punct(reported_VBN_13_79, ._._43_253); nn(Pellegrini_NNP_17_108, Chilean_NNP_15_93); nn(Pellegrini_NNP_17_108, Manuel_NNP_16_101); punct(Pellegrini_NNP_17_108, ,_,_18_118); rcmod(Pellegrini_NNP_17_108, at_IN_20_130); punct(Pellegrini_NNP_17_108, ,_,_22_143); advmod(at_IN_20_130, currently_RB_19_120); pobj(at_IN_20_130, Villarreal_NNP_21_133); complm(become_VB_24_151, that_IN_14_88); nsubj(become_VB_24_151, Pellegrini_NNP_17_108); aux(become_VB_24_151, would_MD_23_145); attr(become_VB_24_151, coach_NN_25_158); advcl(become_VB_24_151, land_VB_36_213); prep(coach_NN_25_158, in_IN_26_164); pobj(in_IN_26_164, place_NN_27_167); prep(place_NN_27_167, of_IN_28_173); pobj(of_IN_28_173, Ramos_NNP_30_183); nn(Ramos_NNP_30_183, Juande_NNP_29_176); cc(Ramos_NNP_30_183, and_CC_31_189); conj(Ramos_NNP_30_183, club_NN_33_197); det(club_NN_33_197, the_DT_32_193); aux(land_VB_36_213, would_MD_34_202); advmod(land_VB_36_213, also_RB_35_208); dobj(land_VB_36_213, playmaker_NN_41_239); nn(Milan_NNP_38_221, AC_NNP_37_218); possessive(Milan_NNP_38_221, 's_POS_39_226); poss(playmaker_NN_41_239, Milan_NNP_38_221); amod(playmaker_NN_41_239, Brazilian_JJ_40_229); appos(playmaker_NN_41_239, Kaka_NNP_42_249)
AFP_ENG_20090531.0013	10	1836	Media reports also constantly speculate that Cristiano Ronaldo , Liverpool 's Spanish star Xabi Alonso and Bayern Munich 's French star Franck Ribery will don the all-white strip next term .	NNP NNS RB RB VBP IN NNP NNP , NNP POS JJ NN NNP NNP CC NNP NNP POS JJ NN NNP NNP MD VB DT JJ NN IN NN .	B-NP I-NP B-ADVP I-ADVP B-VP B-PP B-NP I-NP O B-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP O	0 6 14 19 30 40 45 55 62 64 73 76 84 89 94 101 105 112 118 121 128 133 140 147 152 156 160 170 176 181 185	nn(reports_NNS_1_6, Media_NNS_0_0); nsubj(speculate_VBP_4_30, reports_NNS_1_6); advmod(speculate_VBP_4_30, also_RB_2_14); advmod(speculate_VBP_4_30, constantly_RB_3_19); ccomp(speculate_VBP_4_30, don_VB_24_152); punct(speculate_VBP_4_30, ._._32_185); nn(Ronaldo_NNP_7_55, Cristiano_NNP_6_45); punct(Ronaldo_NNP_7_55, ,_,_8_62); conj(Ronaldo_NNP_7_55, Alonso_NNP_14_94); possessive(Liverpool_NNP_9_64, 's_POS_10_73); poss(star_NN_12_84, Liverpool_NNP_9_64); amod(star_NN_12_84, Spanish_JJ_11_76); nn(Alonso_NNP_14_94, star_NN_12_84); nn(Alonso_NNP_14_94, Xabi_NNP_13_89); cc(Alonso_NNP_14_94, and_CC_15_101); conj(Alonso_NNP_14_94, Ribery_NNP_22_140); nn(Munich_NNP_17_112, Bayern_NNP_16_105); possessive(Munich_NNP_17_112, 's_POS_18_118); poss(star_NN_20_128, Munich_NNP_17_112); amod(star_NN_20_128, French_JJ_19_121); nn(Ribery_NNP_22_140, star_NN_20_128); nn(Ribery_NNP_22_140, Franck_NNP_21_133); complm(don_VB_24_152, that_IN_5_40); nsubj(don_VB_24_152, Ronaldo_NNP_7_55); aux(don_VB_24_152, will_MD_23_147); dobj(don_VB_24_152, strip_NN_29_170); npadvmod(don_VB_24_152, term_NN_31_181); hmod(white_JJ_28_164, all_RB_26_160); hyph(white_JJ_28_164, -_HYPH_27_163); det(strip_NN_29_170, the_DT_25_156); amod(strip_NN_29_170, white_JJ_28_164); amod(term_NN_31_181, next_JJ_30_176)
AFP_ENG_20090531.0013	11	2032	Real has been led on an interim basis by Vicente Boluda , who took the reins of the club after Ramon Calderon stepped down in January following allegations that he rigged voting at the club 's last annual general assembly in December .	NNP VBZ VBN VBN IN DT JJ NN IN NNP NNP , WP VBD DT NNS IN DT NN IN NNP NNP VBD RB IN NNP JJ NNS IN PRP VBD VBG IN DT NN POS JJ JJ JJ NN IN NNP .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-VP B-ADVP B-PP B-NP I-NP I-NP B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP B-NP I-NP I-NP I-NP I-NP B-PP B-NP O	0 5 9 14 18 21 24 32 38 41 49 55 57 61 66 70 76 79 83 88 94 100 109 117 122 125 133 143 155 160 163 170 177 180 184 188 191 196 203 211 220 223 231	nsubjpass(led_VBN_3_14, Real_JJ_0_0); aux(led_VBN_3_14, has_VBZ_1_5); auxpass(led_VBN_3_14, been_VBN_2_9); prep(led_VBN_3_14, on_IN_4_18); punct(led_VBN_3_14, ._._42_231); pobj(on_IN_4_18, basis_NN_7_32); det(basis_NN_7_32, an_DT_5_21); amod(basis_NN_7_32, interim_JJ_6_24); prep(basis_NN_7_32, by_IN_8_38); pobj(by_IN_8_38, Boluda_NNP_10_49); nn(Boluda_NNP_10_49, Vicente_NNP_9_41); punct(Boluda_NNP_10_49, ,_,_11_55); rcmod(Boluda_NNP_10_49, took_VBD_13_61); nsubj(took_VBD_13_61, who_WP_12_57); dobj(took_VBD_13_61, reins_NNS_15_70); advcl(took_VBD_13_61, stepped_VBD_22_109); det(reins_NNS_15_70, the_DT_14_66); prep(reins_NNS_15_70, of_IN_16_76); pobj(of_IN_16_76, club_NN_18_83); det(club_NN_18_83, the_DT_17_79); nn(Calderon_NNP_21_100, Ramon_NNP_20_94); mark(stepped_VBD_22_109, after_IN_19_88); nsubj(stepped_VBD_22_109, Calderon_NNP_21_100); advmod(stepped_VBD_22_109, down_RB_23_117); prep(stepped_VBD_22_109, in_IN_24_122); prep(stepped_VBD_22_109, following_VBG_26_133); pobj(in_IN_24_122, January_NNP_25_125); pobj(following_VBG_26_133, allegations_NNS_27_143); ccomp(allegations_NNS_27_143, rigged_VBD_30_163); complm(rigged_VBD_30_163, that_IN_28_155); nsubj(rigged_VBD_30_163, he_PRP_29_160); dobj(rigged_VBD_30_163, voting_VBG_31_170); prep(rigged_VBD_30_163, at_IN_32_177); prep(rigged_VBD_30_163, in_IN_40_220); pobj(at_IN_32_177, assembly_NN_39_211); det(club_NN_34_184, the_DT_33_180); possessive(club_NN_34_184, 's_POS_35_188); poss(assembly_NN_39_211, club_NN_34_184); amod(assembly_NN_39_211, last_JJ_36_191); amod(assembly_NN_39_211, annual_JJ_37_196); amod(assembly_NN_39_211, general_JJ_38_203); pobj(in_IN_40_220, December_NNP_41_223)
AFP_ENG_20090531.0013	12	2274	Had another candidate stood against Perez , elections for president -- normally held every four years -- would have taken place on June 14 .	VBD DT NN VBD IN NNP , NNS IN NN : RB VBN DT CD NNS : MD VB VBN NN IN NNP CD .	O B-NP I-NP B-VP B-PP B-NP O B-NP B-PP B-NP O B-ADVP B-VP B-NP I-NP I-NP O B-VP I-VP I-VP B-NP B-PP B-NP I-NP O	0 4 12 22 28 36 41 43 53 57 67 70 79 84 90 95 101 104 110 115 121 127 130 135 137	det(candidate_NN_2_12, another_DT_1_4); aux(stood_VBD_3_22, Had_VBD_0_0); nsubj(stood_VBD_3_22, candidate_NN_2_12); prep(stood_VBD_3_22, against_IN_4_28); pobj(against_IN_4_28, Perez_NNP_5_36); prep(elections_NNS_7_43, for_IN_8_53); punct(elections_NNS_7_43, --_:_10_67); partmod(elections_NNS_7_43, held_VBN_12_79); punct(elections_NNS_7_43, --_:_16_101); pobj(for_IN_8_53, president_NN_9_57); advmod(held_VBN_12_79, normally_RB_11_70); npadvmod(held_VBN_12_79, years_NNS_15_95); det(years_NNS_15_95, every_DT_13_84); num(years_NNS_15_95, four_CD_14_90); punct(taken_VBN_19_115, ,_,_6_41); nsubj(taken_VBN_19_115, elections_NNS_7_43); aux(taken_VBN_19_115, would_MD_17_104); aux(taken_VBN_19_115, have_VB_18_110); dobj(taken_VBN_19_115, place_NN_20_121); prep(taken_VBN_19_115, on_IN_21_127); punct(taken_VBN_19_115, ._._24_137); pobj(on_IN_21_127, June_NNP_22_130); num(June_NNP_22_130, 14_CD_23_135)
AFP_ENG_20090531.0013	13	2422	Real 's arch-rivals Barcelona won the Champions League , the Spanish title and the Spanish Cup this season under debutante coach Pep Guardiola .	NNP POS NNS NNP VBD DT NNP NNP , DT JJ NN CC DT NNP NNP DT NN IN NN NN NNP NNP .	B-NP B-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	0 4 7 19 29 33 37 47 53 55 59 67 73 77 81 89 93 98 105 111 121 127 131 140	possessive(Real_NNP_0_0, 's_POS_1_4); poss(Barcelona_NNP_3_19, Real_NNP_0_0); nn(Barcelona_NNP_3_19, arch-rivals_NNS_2_7); nsubj(won_VBD_4_29, Barcelona_NNP_3_19); dobj(won_VBD_4_29, League_NNP_7_47); npadvmod(won_VBD_4_29, season_NN_17_98); prep(won_VBD_4_29, under_IN_18_105); punct(won_VBD_4_29, ._._23_140); det(League_NNP_7_47, the_DT_5_33); nn(League_NNP_7_47, Champions_NNPS_6_37); punct(League_NNP_7_47, ,_,_8_53); appos(League_NNP_7_47, title_NN_11_67); det(title_NN_11_67, the_DT_9_55); amod(title_NN_11_67, Spanish_JJ_10_59); cc(title_NN_11_67, and_CC_12_73); conj(title_NN_11_67, Cup_NNP_15_89); det(Cup_NNP_15_89, the_DT_13_77); nn(Cup_NNP_15_89, Spanish_NNP_14_81); det(season_NN_17_98, this_DT_16_93); pobj(under_IN_18_105, Guardiola_NNP_22_131); nn(coach_NN_20_121, debutante_NN_19_111); nn(Guardiola_NNP_22_131, coach_NN_20_121); nn(Guardiola_NNP_22_131, Pep_NNP_21_127)
AFP_ENG_20090531.0013	14	2573	But in an interview published Sunday in daily newspaper El Pais , Perez said Barcelona 's success this season "motivates me even more " .	CC IN DT NN VBN NNP IN JJ NN NNP NNP , NNP VBD NNP POS NN DT NN VBZ PRP RB RBR '' .	O B-PP B-NP I-NP B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP B-NP I-NP B-NP I-NP B-VP B-NP B-ADVP I-ADVP I-ADVP O	0 4 7 10 20 30 37 40 46 56 59 63 65 71 76 85 88 96 101 108 119 122 127 131 132	pobj(in_IN_1_4, interview_NN_3_10); det(interview_NN_3_10, an_DT_2_7); partmod(interview_NN_3_10, published_VBN_4_20); npadvmod(published_VBN_4_20, Sunday_NNP_5_30); prep(published_VBN_4_20, in_IN_6_37); pobj(in_IN_6_37, newspaper_NN_8_46); amod(newspaper_NN_8_46, daily_JJ_7_40); appos(newspaper_NN_8_46, Pais_NNP_10_59); nn(Pais_NNP_10_59, El_NNP_9_56); cc(said_VBD_13_71, But_CC_0_0); prep(said_VBD_13_71, in_IN_1_4); punct(said_VBD_13_71, ,_,_11_63); nsubj(said_VBD_13_71, Perez_NNP_12_65); ccomp(said_VBD_13_71, motivates_VBZ_20_109); punct(said_VBD_13_71, ._._25_132); possessive(Barcelona_NNP_14_76, 's_POS_15_85); poss(success_NN_16_88, Barcelona_NNP_14_76); npadvmod(success_NN_16_88, season_NN_18_101); det(season_NN_18_101, this_DT_17_96); nsubj(motivates_VBZ_20_109, success_NN_16_88); punct(motivates_VBZ_20_109, "_''_19_108); dobj(motivates_VBZ_20_109, me_PRP_21_119); advmod(motivates_VBZ_20_109, more_RBR_23_127); punct(motivates_VBZ_20_109, "_''_24_131); advmod(more_RBR_23_127, even_RB_22_122)
AFP_ENG_20090531.0013	15	2716	" I do not place any limit on myself , " he told the newspaper , adding the club "needs a revolution " .	`` PRP VBP RB VB DT NN IN PRP , '' PRP VBD DT NN , VBG DT NN VBZ DT NN '' .	O B-NP B-VP I-VP I-VP B-NP I-NP B-PP B-NP O O B-NP B-VP B-NP I-NP O B-VP B-NP I-NP B-VP B-NP I-NP I-NP O	0 1 3 6 10 16 20 26 29 35 36 38 41 46 50 59 61 68 72 77 84 86 96 97	punct(place_VB_4_10, "_``_0_0); nsubj(place_VB_4_10, I_PRP_1_1); aux(place_VB_4_10, do_VBP_2_3); neg(place_VB_4_10, not_RB_3_6); dobj(place_VB_4_10, limit_NN_6_20); prep(place_VB_4_10, on_IN_7_26); det(limit_NN_6_20, any_DT_5_16); pobj(on_IN_7_26, myself_PRP_8_29); ccomp(told_VBD_12_41, place_VB_4_10); punct(told_VBD_12_41, ,_,_9_35); punct(told_VBD_12_41, "_''_10_36); nsubj(told_VBD_12_41, he_PRP_11_38); dobj(told_VBD_12_41, newspaper_NN_14_50); punct(told_VBD_12_41, ,_,_15_59); advcl(told_VBD_12_41, adding_VBG_16_61); punct(told_VBD_12_41, ._._24_97); det(newspaper_NN_14_50, the_DT_13_46); dobj(adding_VBG_16_61, club_NN_18_72); punct(adding_VBG_16_61, "_``_19_77); ccomp(adding_VBG_16_61, needs_VBZ_20_78); det(club_NN_18_72, the_DT_17_68); dobj(needs_VBZ_20_78, revolution_NN_22_86); punct(needs_VBZ_20_78, "_''_23_96); det(revolution_NN_22_86, a_DT_21_84)
AFP_ENG_20090531.0013	16	2824	Real ended the season on Sunday with a 2-1 loss to lowly Osasuna .	JJ VBD DT NN IN NNP IN DT JJ NN TO RB NNP .	B-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O	0 5 11 15 22 25 32 37 39 43 48 51 57 64	nsubj(ended_VBD_1_5, Real_NNP_0_0); dobj(ended_VBD_1_5, season_NN_3_15); prep(ended_VBD_1_5, on_IN_4_22); prep(ended_VBD_1_5, with_IN_6_32); punct(ended_VBD_1_5, ._._13_64); det(season_NN_3_15, the_DT_2_11); pobj(on_IN_4_22, Sunday_NNP_5_25); pobj(with_IN_6_32, loss_NN_9_43); det(loss_NN_9_43, a_DT_7_37); num(loss_NN_9_43, 2-1_CD_8_39); prep(loss_NN_9_43, to_IN_10_48); pobj(to_IN_10_48, Osasuna_NNP_12_57); amod(Osasuna_NNP_12_57, lowly_JJ_11_51)
AFP_ENG_20090531.0014	0	58	Football : FIFA 'in compliance ' with world anti-doping code - Blatter	NN : NNP VBZ NN '' IN NN JJ NN : CC	B-NP O B-NP B-VP B-NP O B-PP B-NP B-NP I-NP O O	0 8 10 15 19 29 31 36 42 54 59 61	punct(Football_NN_0_0, :_:_1_8); appos(Football_NN_0_0, FIFA_NNP_2_10); punct(Football_NN_0_0, '_''_3_15); prep(Football_NN_0_0, in_IN_4_16); punct(Football_NN_0_0, '_''_6_29); prep(Football_NN_0_0, with_IN_7_31); pobj(in_IN_4_16, compliance_NN_5_19); pobj(with_IN_7_31, Blatter_NN_12_61); nn(Blatter_NN_12_61, world_NN_8_36); amod(Blatter_NN_12_61, anti-doping_JJ_9_42); hmod(Blatter_NN_12_61, code_NN_10_54); hyph(Blatter_NN_12_61, -_HYPH_11_59)
AFP_ENG_20090531.0014	1	200	World football 's governing body has been notified that its policies are " totally in compliance " with those of the World Anti-Doping Agency , apart from the issue of reintegrating players after a suspension , FIFA president Joseph Blatter said Sunday .	NNP NN POS VBG NN VBZ VBN VBN IN PRP$ NNS VBP `` RB IN NN '' IN DT IN DT NNP NNP NNP , RB IN DT NN IN VBG NNS IN DT NN , NNP NN NNP NNP VBD NNP .	B-NP I-NP B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP B-VP O B-ADVP B-PP B-NP O B-PP B-NP B-PP B-NP I-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP B-PP B-VP B-NP B-PP B-NP I-NP O B-NP I-NP I-NP I-NP B-VP B-NP O	0 6 14 17 27 32 36 41 50 55 59 68 72 73 81 84 94 96 101 107 110 114 120 132 138 140 146 151 155 161 164 178 186 192 194 204 206 211 221 228 236 241 247	nn(football_NN_1_6, World_NNP_0_0); possessive(football_NN_1_6, 's_POS_2_14); poss(body_NN_4_27, football_NN_1_6); amod(body_NN_4_27, governing_VBG_3_17); nsubjpass(notified_VBN_7_41, body_NN_4_27); aux(notified_VBN_7_41, has_VBZ_5_32); auxpass(notified_VBN_7_41, been_VBN_6_36); ccomp(notified_VBN_7_41, are_VBP_11_68); poss(policies_NNS_10_59, its_PRP$_9_55); complm(are_VBP_11_68, that_IN_8_50); nsubj(are_VBP_11_68, policies_NNS_10_59); prep(are_VBP_11_68, in_IN_14_81); punct(are_VBP_11_68, "_''_16_94); prep(are_VBP_11_68, with_IN_17_96); advmod(are_VBP_11_68, apart_RB_25_140); advmod(in_IN_14_81, totally_RB_13_73); pobj(in_IN_14_81, compliance_NN_15_84); pobj(with_IN_17_96, those_DT_18_101); prep(those_DT_18_101, of_IN_19_107); pobj(of_IN_19_107, Agency_NNP_23_132); det(Agency_NNP_23_132, the_DT_20_110); nn(Agency_NNP_23_132, World_NNP_21_114); nn(Agency_NNP_23_132, Anti-Doping_NNP_22_120); prep(apart_RB_25_140, from_IN_26_146); pobj(from_IN_26_146, issue_NN_28_155); det(issue_NN_28_155, the_DT_27_151); prep(issue_NN_28_155, of_IN_29_161); pcomp(of_IN_29_161, reintegrating_VBG_30_164); dobj(reintegrating_VBG_30_164, players_NNS_31_178); prep(reintegrating_VBG_30_164, after_IN_32_186); pobj(after_IN_32_186, suspension_NN_34_194); det(suspension_NN_34_194, a_DT_33_192); nn(president_NN_37_211, FIFA_NNP_36_206); nn(Blatter_NNP_39_228, president_NN_37_211); nn(Blatter_NNP_39_228, Joseph_NNP_38_221); ccomp(said_VBD_40_236, notified_VBN_7_41); punct(said_VBD_40_236, "_``_12_72); punct(said_VBD_40_236, ,_,_24_138); punct(said_VBD_40_236, ,_,_35_204); nsubj(said_VBD_40_236, Blatter_NNP_39_228); npadvmod(said_VBD_40_236, Sunday_NNP_41_241); punct(said_VBD_40_236, ._._42_247)
AFP_ENG_20090531.0014	2	458	Blatter , speaking at the conclusion of FIFA executive committee meetings here , said WADA had confirmed that "FIFA 's disciplinary code and FIFA 's anti-doping code , is totally in compliance with the WADA code" .	NNP , VBG IN DT NN IN NNP NN NN NNS RB , VBD NNP VBD VBN IN NNP POS JJ NN CC NNP POS JJ NN , VBZ RB IN NN IN DT NNP NN .	B-NP O B-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-ADVP O B-VP B-NP B-VP I-VP B-PP B-NP B-NP I-NP I-NP O B-NP B-NP I-NP I-NP O B-VP B-ADVP B-PP B-NP B-PP B-NP I-NP I-NP O	0 7 9 18 21 25 36 39 44 54 64 73 77 79 84 89 93 103 108 113 116 129 134 138 142 145 157 161 163 166 174 177 188 193 197 202 207	prep(speaking_VBG_2_9, at_IN_3_18); pobj(at_IN_3_18, conclusion_NN_5_25); det(conclusion_NN_5_25, the_DT_4_21); prep(conclusion_NN_5_25, of_IN_6_36); pobj(of_IN_6_36, meetings_NNS_10_64); nn(committee_NN_9_54, FIFA_NNP_7_39); amod(committee_NN_9_54, executive_JJ_8_44); nn(meetings_NNS_10_64, committee_NN_9_54); advmod(meetings_NNS_10_64, here_RB_11_73); nsubj(said_VBD_13_79, Blatter_NNP_0_0); punct(said_VBD_13_79, ,_,_1_7); advcl(said_VBD_13_79, speaking_VBG_2_9); punct(said_VBD_13_79, ,_,_12_77); ccomp(said_VBD_13_79, confirmed_VBN_16_93); punct(said_VBD_13_79, ._._38_207); nsubj(confirmed_VBN_16_93, WADA_NNP_14_84); aux(confirmed_VBN_16_93, had_VBD_15_89); ccomp(confirmed_VBN_16_93, is_VBZ_29_163); possessive(FIFA_NNP_19_109, 's_POS_20_113); poss(code_NN_22_129, FIFA_NNP_19_109); amod(code_NN_22_129, disciplinary_JJ_21_116); cc(code_NN_22_129, and_CC_23_134); conj(code_NN_22_129, code_NN_27_157); possessive(FIFA_NNP_24_138, 's_POS_25_142); poss(code_NN_27_157, FIFA_NNP_24_138); amod(code_NN_27_157, anti-doping_JJ_26_145); complm(is_VBZ_29_163, that_IN_17_103); punct(is_VBZ_29_163, "_``_18_108); nsubj(is_VBZ_29_163, code_NN_22_129); punct(is_VBZ_29_163, ,_,_28_161); advmod(is_VBZ_29_163, totally_RB_30_166); prep(is_VBZ_29_163, in_IN_31_174); punct(is_VBZ_29_163, "_''_37_206); pobj(in_IN_31_174, compliance_NN_32_177); prep(compliance_NN_32_177, with_IN_33_188); pobj(with_IN_33_188, code_NN_36_202); det(code_NN_36_202, the_DT_34_193); nn(code_NN_36_202, WADA_NNP_35_197)
AFP_ENG_20090531.0014	3	676	The lone exception , he said had to do with when suspended players can resume training with their clubs .	DT JJ NN , PRP VBD VBD TO VB IN WRB VBN NNS MD VB NN IN PRP$ NNS .	B-NP I-NP I-NP O B-NP B-VP B-VP I-VP I-VP B-PP B-VP B-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP O	0 4 9 18 20 23 28 32 35 38 43 48 58 66 70 77 86 91 97 102	det(exception_NN_2_9, The_DT_0_0); amod(exception_NN_2_9, lone_JJ_1_4); punct(said_VBD_5_23, ,_,_3_18); nsubj(said_VBD_5_23, he_PRP_4_20); ccomp(said_VBD_5_23, had_VBD_6_28); punct(said_VBD_5_23, ._._19_102); xcomp(had_VBD_6_28, do_VB_8_35); nsubj(do_VB_8_35, exception_NN_2_9); aux(do_VB_8_35, to_TO_7_32); prep(do_VB_8_35, with_IN_9_38); ccomp(do_VB_8_35, resume_VB_14_70); advmod(suspended_VBN_11_48, when_WRB_10_43); amod(players_NNS_12_58, suspended_VBN_11_48); nsubj(resume_VB_14_70, players_NNS_12_58); aux(resume_VB_14_70, can_MD_13_66); dobj(resume_VB_14_70, training_NN_15_77); prep(resume_VB_14_70, with_IN_16_86); pobj(with_IN_16_86, clubs_NNS_18_97); poss(clubs_NNS_18_97, their_PRP$_17_91)
